,Median_HHI,NAME,state_code,county_code
Value,67482,"Clinton County, Michigan",26,037
Value,47443,"Crawford County, Michigan",26,039
Value,46490,"Delta County, Michigan",26,041
Value,48966,"Dickinson County, Michigan",26,043
Value,62474,"Eaton County, Michigan",26,045
Value,54055,"Emmet County, Michigan",26,047
Value,47006,"Genesee County, Michigan",26,049
Value,43290,"Gladwin County, Michigan",26,051
Value,38798,"Gogebic County, Michigan",26,053
Value,61485,"Grand Traverse County, Michigan",26,055
Value,44991,"Gratiot County, Michigan",26,057
Value,48392,"Hillsdale County, Michigan",26,059
Value,42852,"Houghton County, Michigan",26,061
Value,46320,"Huron County, Michigan",26,063
Value,50940,"Ingham County, Michigan",26,065
Value,54343,"Ionia County, Michigan",26,067
Value,42102,"Iosco County, Michigan",26,069
Value,38918,"Iron County, Michigan",26,071
Value,44408,"Isabella County, Michigan",26,073
Value,51431,"Jackson County, Michigan",26,075
Value,54431,"Kalamazoo County, Michigan",26,077
Value,46004,"Kalkaska County, Michigan",26,079
Value,60351,"Kent County, Michigan",26,081
Value,49779,"Keweenaw County, Michigan",26,083
Value,34631,"Lake County, Michigan",26,085
Value,58952,"Lapeer County, Michigan",26,087
Value,63831,"Leelanau County, Michigan",26,089
Value,53972,"Lenawee County, Michigan",26,091
Value,80897,"Livingston County, Michigan",26,093
Value,42255,"Luce County, Michigan",26,095
Value,46507,"Mackinac County, Michigan",26,097
Value,60466,"Macomb County, Michigan",26,099
Value,47172,"Manistee County, Michigan",26,101
Value,50771,"Marquette County, Michigan",26,103
Value,49663,"Mason County, Michigan",26,105
Value,44460,"Mecosta County, Michigan",26,107
Value,45508,"Menominee County, Michigan",26,109
Value,59271,"Midland County, Michigan",26,111
Value,44766,"Missaukee County, Michigan",26,113
Value,61514,"Monroe County, Michigan",26,115
Value,47000,"Montcalm County, Michigan",26,117
Value,42305,"Montmorency County, Michigan",26,119
Value,48329,"Muskegon County, Michigan",26,121
Value,46724,"Newaygo County, Michigan",26,123
Value,76387,"Oakland County, Michigan",26,125
Value,46217,"Oceana County, Michigan",26,127
Value,40150,"Ogemaw County, Michigan",26,129
Value,38906,"Ontonagon County, Michigan",26,131
Value,42689,"Osceola County, Michigan",26,133
Value,40255,"Oscoda County, Michigan",26,135
Value,52645,"Otsego County, Michigan",26,137
Value,67468,"Ottawa County, Michigan",26,139
Value,46439,"Presque Isle County, Michigan",26,141
Value,40302,"Roscommon County, Michigan",26,143
Value,46919,"Saginaw County, Michigan",26,145
Value,55240,"St. Clair County, Michigan",26,147
Value,50117,"St. Joseph County, Michigan",26,149
Value,45277,"Sanilac County, Michigan",26,151
Value,40747,"Schoolcraft County, Michigan",26,153
Value,54742,"Shiawassee County, Michigan",26,155
Value,47694,"Tuscola County, Michigan",26,157
Value,52351,"Van Buren County, Michigan",26,159
Value,69434,"Washtenaw County, Michigan",26,161
Value,45321,"Wayne County, Michigan",26,163
Value,44166,"Wexford County, Michigan",26,165
Value,45989,"Aitkin County, Minnesota",27,001
Value,79923,"Anoka County, Minnesota",27,003
Value,59278,"Becker County, Minnesota",27,005
Value,47410,"Beltrami County, Minnesota",27,007
Value,56357,"Benton County, Minnesota",27,009
Value,51920,"Big Stone County, Minnesota",27,011
Value,55861,"Blue Earth County, Minnesota",27,013
Value,57728,"Brown County, Minnesota",27,015
Value,60390,"Carlton County, Minnesota",27,017
Value,97895,"Carver County, Minnesota",27,019
Value,50173,"Cass County, Minnesota",27,021
Value,54552,"Chippewa County, Minnesota",27,023
Value,80409,"Chisago County, Minnesota",27,025
Value,65000,"Clay County, Minnesota",27,027
Value,46291,"Clearwater County, Minnesota",27,029
Value,52271,"Cook County, Minnesota",27,031
Value,53354,"Cottonwood County, Minnesota",27,033
Value,54508,"Crow Wing County, Minnesota",27,035
Value,71669,"Dodge County, Minnesota",27,039
Value,60676,"Douglas County, Minnesota",27,041
Value,52286,"Faribault County, Minnesota",27,043
Value,59451,"Fillmore County, Minnesota",27,045
Value,52447,"Freeborn County, Minnesota",27,047
Value,64765,"Goodhue County, Minnesota",27,049
Value,55912,"Grant County, Minnesota",27,051
Value,74113,"Hennepin County, Minnesota",27,053
Value,58729,"Houston County, Minnesota",27,055
Value,55472,"Hubbard County, Minnesota",27,057
Value,72473,"Isanti County, Minnesota",27,059
Value,53022,"Itasca County, Minnesota",27,061
Value,57010,"Jackson County, Minnesota",27,063
Value,53300,"Kanabec County, Minnesota",27,065
Value,59089,"Kandiyohi County, Minnesota",27,067
Value,57112,"Kittson County, Minnesota",27,069
Value,47129,"Koochiching County, Minnesota",27,071
Value,52199,"Lac qui Parle County, Minnesota",27,073
Value,59516,"Lake County, Minnesota",27,075
Value,49068,"Lake of the Woods County, Minnesota",27,077
Value,67451,"Le Sueur County, Minnesota",27,079
Value,52301,"Lincoln County, Minnesota",27,081
Value,55525,"Lyon County, Minnesota",27,083
Value,61275,"McLeod County, Minnesota",27,085
Value,44537,"Mahnomen County, Minnesota",27,087
Value,58723,"Marshall County, Minnesota",27,089
Value,53915,"Martin County, Minnesota",27,091
Value,61856,"Meeker County, Minnesota",27,093
Value,53888,"Mille Lacs County, Minnesota",27,095
Value,54962,"Morrison County, Minnesota",27,097
Value,53665,"Mower County, Minnesota",27,099
Value,57500,"Murray County, Minnesota",27,101
Value,65027,"Nicollet County, Minnesota",27,103
Value,54149,"Nobles County, Minnesota",27,105
Value,55206,"Norman County, Minnesota",27,107
Value,74880,"Olmsted County, Minnesota",27,109
Value,57131,"Otter Tail County, Minnesota",27,111
Value,59036,"Pennington County, Minnesota",27,113
Value,49138,"Pine County, Minnesota",27,115
Value,52309,"Pipestone County, Minnesota",27,117
Value,57151,"Polk County, Minnesota",27,119
Value,58132,"Pope County, Minnesota",27,121
Value,62304,"Ramsey County, Minnesota",27,123
Value,56588,"Red Lake County, Minnesota",27,125
Value,53230,"Redwood County, Minnesota",27,127
Value,57886,"Renville County, Minnesota",27,129
Value,65758,"Rice County, Minnesota",27,131
Value,59890,"Rock County, Minnesota",27,133
Value,59644,"Roseau County, Minnesota",27,135
Value,53344,"St. Louis County, Minnesota",27,137
Value,97744,"Scott County, Minnesota",27,139
Value,85818,"Sherburne County, Minnesota",27,141
Value,62761,"Sibley County, Minnesota",27,143
Value,60606,"Stearns County, Minnesota",27,145
Value,62731,"Steele County, Minnesota",27,147
Value,58363,"Stevens County, Minnesota",27,149
Value,48577,"Swift County, Minnesota",27,151
Value,52872,"Todd County, Minnesota",27,153
Value,48784,"Traverse County, Minnesota",27,155
Value,65138,"Wabasha County, Minnesota",27,157
Value,45860,"Wadena County, Minnesota",27,159
Value,55612,"Waseca County, Minnesota",27,161
Value,92376,"Washington County, Minnesota",27,163
Value,51097,"Watonwan County, Minnesota",27,165
Value,54935,"Wilkin County, Minnesota",27,167
Value,55529,"Winona County, Minnesota",27,169
Value,81881,"Wright County, Minnesota",27,171
Value,56943,"Yellow Medicine County, Minnesota",27,173
Value,29203,"Adams County, Mississippi",28,001
Value,40180,"Alcorn County, Mississippi",28,003
Value,31854,"Amite County, Mississippi",28,005
Value,34756,"Attala County, Mississippi",28,007
Value,35974,"Benton County, Mississippi",28,009
Value,29912,"Bolivar County, Mississippi",28,011
Value,36440,"Calhoun County, Mississippi",28,013
Value,43060,"Carroll County, Mississippi",28,015
Value,35939,"Chickasaw County, Mississippi",28,017
Value,37203,"Choctaw County, Mississippi",28,019
Value,26732,"Claiborne County, Mississippi",28,021
Value,39246,"Clarke County, Mississippi",28,023
Value,35121,"Clay County, Mississippi",28,025
Value,30009,"Coahoma County, Mississippi",28,027
Value,40361,"Copiah County, Mississippi",28,029
Value,35931,"Covington County, Mississippi",28,031
Value,65169,"DeSoto County, Mississippi",28,033
Value,40675,"Forrest County, Mississippi",28,035
Value,40810,"Franklin County, Mississippi",28,037
Value,48319,"George County, Mississippi",28,039
Value,49447,"Greene County, Mississippi",28,041
Value,36877,"Grenada County, Mississippi",28,043
Value,47543,"Hancock County, Mississippi",28,045
Value,45566,"Harrison County, Mississippi",28,047
Value,43005,"Hinds County, Mississippi",28,049
Value,21093,"Holmes County, Mississippi",28,051
Value,28507,"Humphreys County, Mississippi",28,053
Value,25776,"Issaquena County, Mississippi",28,055
Value,40510,"Itawamba County, Mississippi",28,057
Value,51142,"Jackson County, Mississippi",28,059
Value,35931,"Jasper County, Mississippi",28,061
Value,20188,"Jefferson County, Mississippi",28,063
Value,30083,"Jefferson Davis County, Mississippi",28,065
Value,41263,"Jones County, Mississippi",28,067
Value,28176,"Kemper County, Mississippi",28,069
Value,47132,"Lafayette County, Mississippi",28,071
Value,58188,"Lamar County, Mississippi",28,073
Value,41704,"Lauderdale County, Mississippi",28,075
Value,42290,"Lawrence County, Mississippi",28,077
Value,33482,"Leake County, Mississippi",28,079
Value,47978,"Lee County, Mississippi",28,081
Value,26052,"Leflore County, Mississippi",28,083
Value,40355,"Lincoln County, Mississippi",28,085
Value,45355,"Lowndes County, Mississippi",28,087
Value,71690,"Madison County, Mississippi",28,089
Value,31446,"Marion County, Mississippi",28,091
Value,41572,"Marshall County, Mississippi",28,093
Value,40940,"Monroe County, Mississippi",28,095
Value,33667,"Montgomery County, Mississippi",28,097
Value,36875,"Neshoba County, Mississippi",28,099
Value,33831,"Newton County, Mississippi",28,101
Value,36000,"Noxubee County, Mississippi",28,103
Value,38800,"Oktibbeha County, Mississippi",28,105
Value,36563,"Panola County, Mississippi",28,107
Value,45820,"Pearl River County, Mississippi",28,109
Value,39007,"Perry County, Mississippi",28,111
Value,30910,"Pike County, Mississippi",28,113
Value,41379,"Pontotoc County, Mississippi",28,115
Value,37519,"Prentiss County, Mississippi",28,117
Value,25510,"Quitman County, Mississippi",28,119
Value,64557,"Rankin County, Mississippi",28,121
Value,33735,"Scott County, Mississippi",28,123
Value,28799,"Sharkey County, Mississippi",28,125
Value,37946,"Simpson County, Mississippi",28,127
Value,41657,"Smith County, Mississippi",28,129
Value,44883,"Stone County, Mississippi",28,131
Value,30029,"Sunflower County, Mississippi",28,133
Value,30028,"Tallahatchie County, Mississippi",28,135
Value,51056,"Tate County, Mississippi",28,137
Value,39839,"Tippah County, Mississippi",28,139
Value,37312,"Tishomingo County, Mississippi",28,141
Value,37822,"Tunica County, Mississippi",28,143
Value,41287,"Union County, Mississippi",28,145
Value,29804,"Walthall County, Mississippi",28,147
Value,43039,"Warren County, Mississippi",28,149
Value,30834,"Washington County, Mississippi",28,151
Value,37970,"Wayne County, Mississippi",28,153
Value,40683,"Webster County, Mississippi",28,155
Value,26599,"Wilkinson County, Mississippi",28,157
Value,36214,"Winston County, Mississippi",28,159
Value,41864,"Yalobusha County, Mississippi",28,161
Value,31402,"Yazoo County, Mississippi",28,163
Value,40046,"Adair County, Missouri",29,001
Value,55683,"Andrew County, Missouri",29,003
Value,48385,"Atchison County, Missouri",29,005
Value,43761,"Audrain County, Missouri",29,007
Value,41463,"Barry County, Missouri",29,009
Value,41625,"Barton County, Missouri",29,011
Value,46186,"Bates County, Missouri",29,013
Value,38028,"Benton County, Missouri",29,015
Value,42985,"Bollinger County, Missouri",29,017
Value,54043,"Boone County, Missouri",29,019
Value,50457,"Buchanan County, Missouri",29,021
Value,39058,"Butler County, Missouri",29,023
Value,48033,"Caldwell County, Missouri",29,025
Value,55376,"Callaway County, Missouri",29,027
Value,52087,"Camden County, Missouri",29,029
Value,51730,"Cape Girardeau County, Missouri",29,031
Value,42149,"Carroll County, Missouri",29,033
Value,39415,"Carter County, Missouri",29,035
Value,67659,"Cass County, Missouri",29,037
Value,39412,"Cedar County, Missouri",29,039
Value,46992,"Chariton County, Missouri",29,041
Value,57019,"Christian County, Missouri",29,043
Value,47955,"Clark County, Missouri",29,045
Value,68367,"Clay County, Missouri",29,047
Value,58510,"Clinton County, Missouri",29,049
Value,57587,"Cole County, Missouri",29,051
Value,48750,"Cooper County, Missouri",29,053
Value,38036,"Crawford County, Missouri",29,055
Value,39979,"Dade County, Missouri",29,057
Value,41551,"Dallas County, Missouri",29,059
Value,50380,"Daviess County, Missouri",29,061
Value,50000,"DeKalb County, Missouri",29,063
Value,39916,"Dent County, Missouri",29,065
Value,34372,"Douglas County, Missouri",29,067
Value,34186,"Dunklin County, Missouri",29,069
Value,55312,"Franklin County, Missouri",29,071
Value,53439,"Gasconade County, Missouri",29,073
Value,42689,"Gentry County, Missouri",29,075
Value,44808,"Greene County, Missouri",29,077
Value,42574,"Grundy County, Missouri",29,079
Value,40168,"Harrison County, Missouri",29,081
Value,43911,"Henry County, Missouri",29,083
Value,36190,"Hickory County, Missouri",29,085
Value,45610,"Holt County, Missouri",29,087
Value,50372,"Howard County, Missouri",29,089
Value,36143,"Howell County, Missouri",29,091
Value,37188,"Iron County, Missouri",29,093
Value,52805,"Jackson County, Missouri",29,095
Value,46929,"Jasper County, Missouri",29,097
Value,63030,"Jefferson County, Missouri",29,099
Value,53056,"Johnson County, Missouri",29,101
Value,40383,"Knox County, Missouri",29,103
Value,46192,"Laclede County, Missouri",29,105
Value,54661,"Lafayette County, Missouri",29,107
Value,43373,"Lawrence County, Missouri",29,109
Value,47764,"Lewis County, Missouri",29,111
Value,61628,"Lincoln County, Missouri",29,113
Value,43642,"Linn County, Missouri",29,115
Value,47885,"Livingston County, Missouri",29,117
Value,42019,"McDonald County, Missouri",29,119
Value,40007,"Macon County, Missouri",29,121
Value,41322,"Madison County, Missouri",29,123
Value,44436,"Maries County, Missouri",29,125
Value,46762,"Marion County, Missouri",29,127
Value,44085,"Mercer County, Missouri",29,129
Value,42718,"Miller County, Missouri",29,131
Value,32846,"Mississippi County, Missouri",29,133
Value,54828,"Moniteau County, Missouri",29,135
Value,43973,"Monroe County, Missouri",29,137
Value,45862,"Montgomery County, Missouri",29,139
Value,37727,"Morgan County, Missouri",29,141
Value,35399,"New Madrid County, Missouri",29,143
Value,49023,"Newton County, Missouri",29,145
Value,43349,"Nodaway County, Missouri",29,147
Value,32534,"Oregon County, Missouri",29,149
Value,58476,"Osage County, Missouri",29,151
Value,32601,"Ozark County, Missouri",29,153
Value,33390,"Pemiscot County, Missouri",29,155
Value,54964,"Perry County, Missouri",29,157
Value,44382,"Pettis County, Missouri",29,159
Value,42846,"Phelps County, Missouri",29,161
Value,45753,"Pike County, Missouri",29,163
Value,76912,"Platte County, Missouri",29,165
Value,44892,"Polk County, Missouri",29,167
Value,51665,"Pulaski County, Missouri",29,169
Value,37367,"Putnam County, Missouri",29,171
Value,55546,"Ralls County, Missouri",29,173
Value,46610,"Randolph County, Missouri",29,175
Value,59857,"Ray County, Missouri",29,177
Value,40929,"Reynolds County, Missouri",29,179
Value,33343,"Ripley County, Missouri",29,181
Value,81411,"St. Charles County, Missouri",29,183
Value,38470,"St. Clair County, Missouri",29,185
Value,56234,"Ste. Genevieve County, Missouri",29,186
Value,45774,"St. Francois County, Missouri",29,187
Value,65300,"St. Louis County, Missouri",29,189
Value,43201,"Saline County, Missouri",29,195
Value,39697,"Schuyler County, Missouri",29,197
Value,42965,"Scotland County, Missouri",29,199
Value,42231,"Scott County, Missouri",29,201
Value,32180,"Shannon County, Missouri",29,203
Value,44051,"Shelby County, Missouri",29,205
Value,40567,"Stoddard County, Missouri",29,207
Value,46443,"Stone County, Missouri",29,209
Value,42604,"Sullivan County, Missouri",29,211
Value,41487,"Taney County, Missouri",29,213
Value,35277,"Texas County, Missouri",29,215
Value,43379,"Vernon County, Missouri",29,217
Value,57948,"Warren County, Missouri",29,219
Value,39621,"Washington County, Missouri",29,221
Value,34391,"Wayne County, Missouri",29,223
Value,47421,"Webster County, Missouri",29,225
Value,52500,"Worth County, Missouri",29,227
Value,32752,"Wright County, Missouri",29,229
Value,41107,"St. Louis city, Missouri",29,510
Value,44809,"Beaverhead County, Montana",30,001
Value,46365,"Big Horn County, Montana",30,003
Value,38083,"Blaine County, Montana",30,005
Value,56469,"Broadwater County, Montana",30,007
Value,57538,"Carbon County, Montana",30,009
Value,44196,"Carter County, Montana",30,011
Value,48160,"Cascade County, Montana",30,013
Value,40942,"Chouteau County, Montana",30,015
Value,55841,"Custer County, Montana",30,017
Value,54750,"Daniels County, Montana",30,019
Value,59820,"Dawson County, Montana",30,021
Value,41783,"Deer Lodge County, Montana",30,023
Value,60750,"Fallon County, Montana",30,025
Value,50327,"Fergus County, Montana",30,027
Value,52966,"Flathead County, Montana",30,029
Value,61499,"Gallatin County, Montana",30,031
Value,45893,"Garfield County, Montana",30,033
Value,31029,"Glacier County, Montana",30,035
Value,39952,"Golden Valley County, Montana",30,037
Value,48958,"Granite County, Montana",30,039
Value,47141,"Hill County, Montana",30,041
Value,66867,"Jefferson County, Montana",30,043
Value,45764,"Judith Basin County, Montana",30,045
Value,45488,"Lake County, Montana",30,047
Value,62130,"Lewis and Clark County, Montana",30,049
Value,47419,"Liberty County, Montana",30,051
Value,38287,"Lincoln County, Montana",30,053
Value,47500,"McCone County, Montana",30,055
Value,50247,"Madison County, Montana",30,057
Value,43109,"Meagher County, Montana",30,059
Value,41905,"Mineral County, Montana",30,061
Value,51270,"Missoula County, Montana",30,063
Value,41612,"Musselshell County, Montana",30,065
Value,49194,"Park County, Montana",30,067
Value,44688,"Petroleum County, Montana",30,069
Value,46222,"Phillips County, Montana",30,071
Value,45458,"Pondera County, Montana",30,073
Value,52457,"Powder River County, Montana",30,075
Value,49652,"Powell County, Montana",30,077
Value,47250,"Prairie County, Montana",30,079
Value,48930,"Ravalli County, Montana",30,081
Value,67272,"Richland County, Montana",30,083
Value,42904,"Roosevelt County, Montana",30,085
Value,56549,"Rosebud County, Montana",30,087
Value,36984,"Sanders County, Montana",30,089
Value,54321,"Sheridan County, Montana",30,091
Value,42237,"Silver Bow County, Montana",30,093
Value,63785,"Stillwater County, Montana",30,095
Value,49514,"Sweet Grass County, Montana",30,097
Value,51862,"Teton County, Montana",30,099
Value,46823,"Toole County, Montana",30,101
Value,42292,"Treasure County, Montana",30,103
Value,55882,"Valley County, Montana",30,105
Value,41186,"Wheatland County, Montana",30,107
Value,50202,"Wibaux County, Montana",30,109
Value,59117,"Yellowstone County, Montana",30,111
Value,51536,"Adams County, Nebraska",31,001
Value,48716,"Antelope County, Nebraska",31,003
Value,43854,"Arthur County, Nebraska",31,005
Value,59625,"Banner County, Nebraska",31,007
Value,50870,"Blaine County, Nebraska",31,009
Value,54063,"Boone County, Nebraska",31,011
Value,56412,"Box Butte County, Nebraska",31,013
Value,50729,"Boyd County, Nebraska",31,015
Value,41550,"Brown County, Nebraska",31,017
Value,56952,"Buffalo County, Nebraska",31,019
Value,51482,"Burt County, Nebraska",31,021
Value,55562,"Butler County, Nebraska",31,023
Value,71139,"Cass County, Nebraska",31,025
Value,58978,"Cedar County, Nebraska",31,027
Value,55833,"Chase County, Nebraska",31,029
Value,53684,"Cherry County, Nebraska",31,031
Value,56538,"Cheyenne County, Nebraska",31,033
Value,56316,"Clay County, Nebraska",31,035
Value,56528,"Colfax County, Nebraska",31,037
Value,55190,"Cuming County, Nebraska",31,039
Value,49891,"Custer County, Nebraska",31,041
Value,55017,"Dakota County, Nebraska",31,043
Value,51748,"Dawes County, Nebraska",31,045
Value,53769,"Dawson County, Nebraska",31,047
Value,48500,"Deuel County, Nebraska",31,049
Value,56775,"Dixon County, Nebraska",31,051
Value,53101,"Dodge County, Nebraska",31,053
Value,61688,"Douglas County, Nebraska",31,055
Value,44350,"Dundy County, Nebraska",31,057
Value,55625,"Fillmore County, Nebraska",31,059
Value,49235,"Franklin County, Nebraska",31,061
Value,51855,"Frontier County, Nebraska",31,063
Value,47989,"Furnas County, Nebraska",31,065
Value,51662,"Gage County, Nebraska",31,067
Value,44471,"Garden County, Nebraska",31,069
Value,48545,"Garfield County, Nebraska",31,071
Value,62545,"Gosper County, Nebraska",31,073
Value,39479,"Grant County, Nebraska",31,075
Value,47128,"Greeley County, Nebraska",31,077
Value,54742,"Hall County, Nebraska",31,079
Value,64042,"Hamilton County, Nebraska",31,081
Value,50344,"Harlan County, Nebraska",31,083
Value,45515,"Hayes County, Nebraska",31,085
Value,42902,"Hitchcock County, Nebraska",31,087
Value,57468,"Holt County, Nebraska",31,089
Value,39115,"Hooker County, Nebraska",31,091
Value,54399,"Howard County, Nebraska",31,093
Value,43295,"Jefferson County, Nebraska",31,095
Value,52794,"Johnson County, Nebraska",31,097
Value,56952,"Kearney County, Nebraska",31,099
Value,48901,"Keith County, Nebraska",31,101
Value,49688,"Keya Paha County, Nebraska",31,103
Value,43856,"Kimball County, Nebraska",31,105
Value,49752,"Knox County, Nebraska",31,107
Value,58009,"Lancaster County, Nebraska",31,109
Value,56794,"Lincoln County, Nebraska",31,111
Value,51607,"Logan County, Nebraska",31,113
Value,53125,"Loup County, Nebraska",31,115
Value,48882,"McPherson County, Nebraska",31,117
Value,52857,"Madison County, Nebraska",31,119
Value,54197,"Merrick County, Nebraska",31,121
Value,45121,"Morrill County, Nebraska",31,123
Value,45833,"Nance County, Nebraska",31,125
Value,51922,"Nemaha County, Nebraska",31,127
Value,42049,"Nuckolls County, Nebraska",31,129
Value,54828,"Otoe County, Nebraska",31,131
Value,46314,"Pawnee County, Nebraska",31,133
Value,62469,"Perkins County, Nebraska",31,135
Value,57241,"Phelps County, Nebraska",31,137
Value,56620,"Pierce County, Nebraska",31,139
Value,62617,"Platte County, Nebraska",31,141
Value,61962,"Polk County, Nebraska",31,143
Value,46859,"Red Willow County, Nebraska",31,145
Value,48096,"Richardson County, Nebraska",31,147
Value,52604,"Rock County, Nebraska",31,149
Value,51143,"Saline County, Nebraska",31,151
Value,79549,"Sarpy County, Nebraska",31,153
Value,66718,"Saunders County, Nebraska",31,155
Value,50157,"Scotts Bluff County, Nebraska",31,157
Value,67591,"Seward County, Nebraska",31,159
Value,41719,"Sheridan County, Nebraska",31,161
Value,51172,"Sherman County, Nebraska",31,163
Value,46875,"Sioux County, Nebraska",31,165
Value,62687,"Stanton County, Nebraska",31,167
Value,50734,"Thayer County, Nebraska",31,169
Value,50682,"Thomas County, Nebraska",31,171
Value,48149,"Thurston County, Nebraska",31,173
Value,55170,"Valley County, Nebraska",31,175
Value,70753,"Washington County, Nebraska",31,177
Value,62623,"Wayne County, Nebraska",31,179
Value,42298,"Webster County, Nebraska",31,181
Value,52083,"Wheeler County, Nebraska",31,183
Value,59779,"York County, Nebraska",31,185
Value,51514,"Churchill County, Nevada",32,001
Value,56802,"Clark County, Nevada",32,003
Value,62503,"Douglas County, Nevada",32,005
Value,77209,"Elko County, Nevada",32,007
Value,40000,"Esmeralda County, Nevada",32,009
Value,77625,"Eureka County, Nevada",32,011
Value,70373,"Humboldt County, Nevada",32,013
Value,93583,"Lander County, Nevada",32,015
Value,56414,"Lincoln County, Nevada",32,017
Value,55493,"Lyon County, Nevada",32,019
Value,41163,"Mineral County, Nevada",32,021
Value,45711,"Nye County, Nevada",32,023
Value,50846,"Pershing County, Nevada",32,027
Value,62284,"Storey County, Nevada",32,029
Value,61155,"Washoe County, Nevada",32,031
Value,62993,"White Pine County, Nevada",32,033
Value,52034,"Carson City, Nevada",32,510
Value,68368,"Belknap County, New Hampshire",33,001
Value,61116,"Carroll County, New Hampshire",33,003
Value,63057,"Cheshire County, New Hampshire",33,005
Value,45696,"Coos County, New Hampshire",33,007
Value,63153,"Grafton County, New Hampshire",33,009
Value,78655,"Hillsborough County, New Hampshire",33,011
Value,72478,"Merrimack County, New Hampshire",33,013
Value,90429,"Rockingham County, New Hampshire",33,015
Value,70650,"Strafford County, New Hampshire",33,017
Value,60780,"Sullivan County, New Hampshire",33,019
Value,59989,"Atlantic County, New Jersey",34,001
Value,95837,"Bergen County, New Jersey",34,003
Value,84992,"Burlington County, New Jersey",34,005
Value,67118,"Camden County, New Jersey",34,007
Value,63690,"Cape May County, New Jersey",34,009
Value,52593,"Cumberland County, New Jersey",34,011
Value,59302,"Essex County, New Jersey",34,013
Value,85160,"Gloucester County, New Jersey",34,015
Value,66289,"Hudson County, New Jersey",34,017
Value,112535,"Hunterdon County, New Jersey",34,019
Value,79990,"Mercer County, New Jersey",34,021
Value,85954,"Middlesex County, New Jersey",34,023
Value,95699,"Monmouth County, New Jersey",34,025
Value,111316,"Morris County, New Jersey",34,027
Value,68021,"Ocean County, New Jersey",34,029
Value,66476,"Passaic County, New Jersey",34,031
Value,64309,"Salem County, New Jersey",34,033
Value,111772,"Somerset County, New Jersey",34,035
Value,90520,"Sussex County, New Jersey",34,037
Value,77095,"Union County, New Jersey",34,039
Value,78145,"Warren County, New Jersey",34,041
Value,51643,"Bernalillo County, New Mexico",35,001
Value,42480,"Catron County, New Mexico",35,003
Value,43197,"Chaves County, New Mexico",35,005
Value,37368,"Cibola County, New Mexico",35,006
Value,33783,"Colfax County, New Mexico",35,007
Value,46182,"Curry County, New Mexico",35,009
Value,31028,"De Baca County, New Mexico",35,011
Value,39164,"Do�a Ana County, New Mexico",35,013
Value,62982,"Eddy County, New Mexico",35,015
Value,37880,"Grant County, New Mexico",35,017
Value,24085,"Guadalupe County, New Mexico",35,019
Value,30875,"Harding County, New Mexico",35,021
Value,36339,"Hidalgo County, New Mexico",35,023
Value,59797,"Lea County, New Mexico",35,025
Value,42267,"Lincoln County, New Mexico",35,027
Value,115248,"Los Alamos County, New Mexico",35,028
Value,27377,"Luna County, New Mexico",35,029
Value,31674,"McKinley County, New Mexico",35,031
Value,26968,"Mora County, New Mexico",35,033
Value,42752,"Otero County, New Mexico",35,035
Value,27075,"Quay County, New Mexico",35,037
Value,-888888888,"Rio Arriba County, New Mexico",35,039
Value,40775,"Roosevelt County, New Mexico",35,041
Value,59420,"Sandoval County, New Mexico",35,043
Value,50582,"San Juan County, New Mexico",35,045
Value,31660,"San Miguel County, New Mexico",35,047
Value,59192,"Santa Fe County, New Mexico",35,049
Value,30451,"Sierra County, New Mexico",35,051
Value,36146,"Socorro County, New Mexico",35,053
Value,36758,"Taos County, New Mexico",35,055
Value,37218,"Torrance County, New Mexico",35,057
Value,37936,"Union County, New Mexico",35,059
Value,45084,"Valencia County, New Mexico",35,061
Value,64535,"Albany County, New York",36,001
Value,47033,"Allegany County, New York",36,003
Value,38085,"Bronx County, New York",36,005
Value,50859,"Broome County, New York",36,007
Value,47240,"Cattaraugus County, New York",36,009
Value,56579,"Cayuga County, New York",36,011
Value,45332,"Chautauqua County, New York",36,013
Value,53299,"Chemung County, New York",36,015
Value,50595,"Chenango County, New York",36,017
Value,55178,"Clinton County, New York",36,019
Value,63032,"Columbia County, New York",36,021
Value,54489,"Cortland County, New York",36,023
Value,48827,"Delaware County, New York",36,025
Value,78028,"Dutchess County, New York",36,027
Value,55673,"Erie County, New York",36,029
Value,56196,"Essex County, New York",36,031
Value,51696,"Franklin County, New York",36,033
Value,50248,"Fulton County, New York",36,035
Value,59338,"Genesee County, New York",36,037
Value,53617,"Greene County, New York",36,039
Value,57552,"Hamilton County, New York",36,041
Value,51862,"Herkimer County, New York",36,043
Value,52268,"Jefferson County, New York",36,045
Value,56015,"Kings County, New York",36,047
Value,52380,"Lewis County, New York",36,049
Value,56071,"Livingston County, New York",36,051
Value,60228,"Madison County, New York",36,053
Value,57479,"Monroe County, New York",36,055
Value,45837,"Montgomery County, New York",36,057
Value,111240,"Nassau County, New York",36,059
Value,82459,"New York County, New York",36,061
Value,54085,"Niagara County, New York",36,063
Value,53844,"Oneida County, New York",36,065
Value,59225,"Onondaga County, New York",36,067
Value,63359,"Ontario County, New York",36,069
Value,76716,"Orange County, New York",36,071
Value,51843,"Orleans County, New York",36,073
Value,53597,"Oswego County, New York",36,075
Value,53121,"Otsego County, New York",36,077
Value,102186,"Putnam County, New York",36,079
Value,64987,"Queens County, New York",36,081
Value,65851,"Rensselaer County, New York",36,083
Value,79267,"Richmond County, New York",36,085
Value,91108,"Rockland County, New York",36,087
