,Median_HHI,NAME,state_code,county_code
Value,57250,"Henry County, Illinois",17,073
Value,51825,"Iroquois County, Illinois",17,075
Value,37802,"Jackson County, Illinois",17,077
Value,54951,"Jasper County, Illinois",17,079
Value,47617,"Jefferson County, Illinois",17,081
Value,56747,"Jersey County, Illinois",17,083
Value,57083,"Jo Daviess County, Illinois",17,085
Value,50923,"Johnson County, Illinois",17,087
Value,76912,"Kane County, Illinois",17,089
Value,57981,"Kankakee County, Illinois",17,091
Value,91764,"Kendall County, Illinois",17,093
Value,43709,"Knox County, Illinois",17,095
Value,86244,"Lake County, Illinois",17,097
Value,56243,"LaSalle County, Illinois",17,099
Value,45654,"Lawrence County, Illinois",17,101
Value,57901,"Lee County, Illinois",17,103
Value,56200,"Livingston County, Illinois",17,105
Value,57899,"Logan County, Illinois",17,107
Value,43724,"McDonough County, Illinois",17,109
Value,84803,"McHenry County, Illinois",17,111
Value,65813,"McLean County, Illinois",17,113
Value,50444,"Macon County, Illinois",17,115
Value,53778,"Macoupin County, Illinois",17,117
Value,57890,"Madison County, Illinois",17,119
Value,46102,"Marion County, Illinois",17,121
Value,55901,"Marshall County, Illinois",17,123
Value,45596,"Mason County, Illinois",17,125
Value,42604,"Massac County, Illinois",17,127
Value,69102,"Menard County, Illinois",17,129
Value,58011,"Mercer County, Illinois",17,131
Value,81268,"Monroe County, Illinois",17,133
Value,50304,"Montgomery County, Illinois",17,135
Value,48508,"Morgan County, Illinois",17,137
Value,59623,"Moultrie County, Illinois",17,139
Value,59707,"Ogle County, Illinois",17,141
Value,54770,"Peoria County, Illinois",17,143
Value,48298,"Perry County, Illinois",17,145
Value,69271,"Piatt County, Illinois",17,147
Value,42664,"Pike County, Illinois",17,149
Value,40671,"Pope County, Illinois",17,151
Value,33799,"Pulaski County, Illinois",17,153
Value,65034,"Putnam County, Illinois",17,155
Value,52107,"Randolph County, Illinois",17,157
Value,48724,"Richland County, Illinois",17,159
Value,52630,"Rock Island County, Illinois",17,161
Value,53681,"St. Clair County, Illinois",17,163
Value,41167,"Saline County, Illinois",17,165
Value,60466,"Sangamon County, Illinois",17,167
Value,46151,"Schuyler County, Illinois",17,169
Value,53973,"Scott County, Illinois",17,171
Value,51157,"Shelby County, Illinois",17,173
Value,52260,"Stark County, Illinois",17,175
Value,48016,"Stephenson County, Illinois",17,177
Value,62342,"Tazewell County, Illinois",17,179
Value,49182,"Union County, Illinois",17,181
Value,45384,"Vermilion County, Illinois",17,183
Value,51432,"Wabash County, Illinois",17,185
Value,49607,"Warren County, Illinois",17,187
Value,59469,"Washington County, Illinois",17,189
Value,49764,"Wayne County, Illinois",17,191
Value,47773,"White County, Illinois",17,193
Value,53828,"Whiteside County, Illinois",17,195
Value,83504,"Will County, Illinois",17,197
Value,49053,"Williamson County, Illinois",17,199
Value,52743,"Winnebago County, Illinois",17,201
Value,71867,"Woodford County, Illinois",17,203
Value,51713,"Adams County, Indiana",18,001
Value,53402,"Allen County, Indiana",18,003
Value,59045,"Bartholomew County, Indiana",18,005
Value,46188,"Benton County, Indiana",18,007
Value,42217,"Blackford County, Indiana",18,009
Value,80567,"Boone County, Indiana",18,011
Value,61455,"Brown County, Indiana",18,013
Value,56429,"Carroll County, Indiana",18,015
Value,47545,"Cass County, Indiana",18,017
Value,54240,"Clark County, Indiana",18,019
Value,53021,"Clay County, Indiana",18,021
Value,52488,"Clinton County, Indiana",18,023
Value,43875,"Crawford County, Indiana",18,025
Value,51032,"Daviess County, Indiana",18,027
Value,65096,"Dearborn County, Indiana",18,029
Value,54622,"Decatur County, Indiana",18,031
Value,53808,"DeKalb County, Indiana",18,033
Value,42705,"Delaware County, Indiana",18,035
Value,58994,"Dubois County, Indiana",18,037
Value,55399,"Elkhart County, Indiana",18,039
Value,43317,"Fayette County, Indiana",18,041
Value,61754,"Floyd County, Indiana",18,043
Value,49887,"Fountain County, Indiana",18,045
Value,58382,"Franklin County, Indiana",18,047
Value,49333,"Fulton County, Indiana",18,049
Value,52620,"Gibson County, Indiana",18,051
Value,42593,"Grant County, Indiana",18,053
Value,49177,"Greene County, Indiana",18,055
Value,94644,"Hamilton County, Indiana",18,057
Value,73142,"Hancock County, Indiana",18,059
Value,57132,"Harrison County, Indiana",18,061
Value,78355,"Hendricks County, Indiana",18,063
Value,48235,"Henry County, Indiana",18,065
Value,50869,"Howard County, Indiana",18,067
Value,52208,"Huntington County, Indiana",18,069
Value,49506,"Jackson County, Indiana",18,071
Value,59574,"Jasper County, Indiana",18,073
Value,44772,"Jay County, Indiana",18,075
Value,51119,"Jefferson County, Indiana",18,077
Value,49801,"Jennings County, Indiana",18,079
Value,68712,"Johnson County, Indiana",18,081
Value,46457,"Knox County, Indiana",18,083
Value,58402,"Kosciusko County, Indiana",18,085
Value,60675,"LaGrange County, Indiana",18,087
Value,54249,"Lake County, Indiana",18,089
Value,51101,"LaPorte County, Indiana",18,091
Value,52092,"Lawrence County, Indiana",18,093
Value,47436,"Madison County, Indiana",18,095
Value,46692,"Marion County, Indiana",18,097
Value,54229,"Marshall County, Indiana",18,099
Value,51224,"Martin County, Indiana",18,101
Value,47460,"Miami County, Indiana",18,103
Value,47075,"Monroe County, Indiana",18,105
Value,53610,"Montgomery County, Indiana",18,107
Value,62462,"Morgan County, Indiana",18,109
Value,53146,"Newton County, Indiana",18,111
Value,55033,"Noble County, Indiana",18,113
Value,61148,"Ohio County, Indiana",18,115
Value,45341,"Orange County, Indiana",18,117
Value,48667,"Owen County, Indiana",18,119
Value,48788,"Parke County, Indiana",18,121
Value,51064,"Perry County, Indiana",18,123
Value,52527,"Pike County, Indiana",18,125
Value,68044,"Porter County, Indiana",18,127
Value,62583,"Posey County, Indiana",18,129
Value,48370,"Pulaski County, Indiana",18,131
Value,56169,"Putnam County, Indiana",18,133
Value,45601,"Randolph County, Indiana",18,135
Value,56295,"Ripley County, Indiana",18,137
Value,50535,"Rush County, Indiana",18,139
Value,50938,"St. Joseph County, Indiana",18,141
Value,47123,"Scott County, Indiana",18,143
Value,59214,"Shelby County, Indiana",18,145
Value,56998,"Spencer County, Indiana",18,147
Value,48895,"Starke County, Indiana",18,149
Value,56101,"Steuben County, Indiana",18,151
Value,46517,"Sullivan County, Indiana",18,153
Value,47929,"Switzerland County, Indiana",18,155
Value,51844,"Tippecanoe County, Indiana",18,157
Value,55479,"Tipton County, Indiana",18,159
Value,48227,"Union County, Indiana",18,161
Value,46943,"Vanderburgh County, Indiana",18,163
Value,48377,"Vermillion County, Indiana",18,165
Value,43859,"Vigo County, Indiana",18,167
Value,50637,"Wabash County, Indiana",18,169
Value,61148,"Warren County, Indiana",18,171
Value,70648,"Warrick County, Indiana",18,173
Value,47078,"Washington County, Indiana",18,175
Value,44228,"Wayne County, Indiana",18,177
Value,56265,"Wells County, Indiana",18,179
Value,55086,"White County, Indiana",18,181
Value,61153,"Whitley County, Indiana",18,183
Value,51859,"Adair County, Iowa",19,001
Value,49229,"Adams County, Iowa",19,003
Value,51057,"Allamakee County, Iowa",19,005
Value,41111,"Appanoose County, Iowa",19,007
Value,50397,"Audubon County, Iowa",19,009
Value,65475,"Benton County, Iowa",19,011
Value,52688,"Black Hawk County, Iowa",19,013
Value,61111,"Boone County, Iowa",19,015
Value,68023,"Bremer County, Iowa",19,017
Value,61409,"Buchanan County, Iowa",19,019
Value,54556,"Buena Vista County, Iowa",19,021
Value,55999,"Butler County, Iowa",19,023
Value,50800,"Calhoun County, Iowa",19,025
Value,57674,"Carroll County, Iowa",19,027
Value,48178,"Cass County, Iowa",19,029
Value,65791,"Cedar County, Iowa",19,031
Value,52902,"Cerro Gordo County, Iowa",19,033
Value,54658,"Cherokee County, Iowa",19,035
Value,55385,"Chickasaw County, Iowa",19,037
Value,51571,"Clarke County, Iowa",19,039
Value,47874,"Clay County, Iowa",19,041
Value,52828,"Clayton County, Iowa",19,043
Value,50156,"Clinton County, Iowa",19,045
Value,53609,"Crawford County, Iowa",19,047
Value,84790,"Dallas County, Iowa",19,049
Value,58464,"Davis County, Iowa",19,051
Value,42614,"Decatur County, Iowa",19,053
Value,61179,"Delaware County, Iowa",19,055
Value,49977,"Des Moines County, Iowa",19,057
Value,58099,"Dickinson County, Iowa",19,059
Value,61321,"Dubuque County, Iowa",19,061
Value,48542,"Emmet County, Iowa",19,063
Value,50015,"Fayette County, Iowa",19,065
Value,48110,"Floyd County, Iowa",19,067
Value,53742,"Franklin County, Iowa",19,069
Value,54281,"Fremont County, Iowa",19,071
Value,54050,"Greene County, Iowa",19,073
Value,66965,"Grundy County, Iowa",19,075
Value,57075,"Guthrie County, Iowa",19,077
Value,56273,"Hamilton County, Iowa",19,079
Value,61167,"Hancock County, Iowa",19,081
Value,53872,"Hardin County, Iowa",19,083
Value,60063,"Harrison County, Iowa",19,085
Value,52428,"Henry County, Iowa",19,087
Value,52742,"Howard County, Iowa",19,089
Value,52219,"Humboldt County, Iowa",19,091
Value,55969,"Ida County, Iowa",19,093
Value,58570,"Iowa County, Iowa",19,095
Value,54070,"Jackson County, Iowa",19,097
Value,55727,"Jasper County, Iowa",19,099
Value,43378,"Jefferson County, Iowa",19,101
Value,61640,"Johnson County, Iowa",19,103
Value,56012,"Jones County, Iowa",19,105
Value,51043,"Keokuk County, Iowa",19,107
Value,54146,"Kossuth County, Iowa",19,109
Value,48571,"Lee County, Iowa",19,111
Value,64862,"Linn County, Iowa",19,113
Value,53943,"Louisa County, Iowa",19,115
Value,50206,"Lucas County, Iowa",19,117
Value,64352,"Lyon County, Iowa",19,119
Value,64512,"Madison County, Iowa",19,121
Value,52950,"Mahaska County, Iowa",19,123
Value,58492,"Marion County, Iowa",19,125
Value,54027,"Marshall County, Iowa",19,127
Value,69177,"Mills County, Iowa",19,129
Value,55553,"Mitchell County, Iowa",19,131
Value,45252,"Monona County, Iowa",19,133
Value,49549,"Monroe County, Iowa",19,135
Value,47648,"Montgomery County, Iowa",19,137
Value,57348,"Muscatine County, Iowa",19,139
Value,53045,"O'Brien County, Iowa",19,141
Value,58125,"Osceola County, Iowa",19,143
Value,49974,"Page County, Iowa",19,145
Value,52462,"Palo Alto County, Iowa",19,147
Value,64296,"Plymouth County, Iowa",19,149
Value,49877,"Pocahontas County, Iowa",19,151
Value,66044,"Polk County, Iowa",19,153
Value,57467,"Pottawattamie County, Iowa",19,155
Value,53520,"Poweshiek County, Iowa",19,157
Value,52005,"Ringgold County, Iowa",19,159
Value,54958,"Sac County, Iowa",19,161
Value,58803,"Scott County, Iowa",19,163
Value,55489,"Shelby County, Iowa",19,165
Value,67178,"Sioux County, Iowa",19,167
Value,54554,"Story County, Iowa",19,169
Value,55898,"Tama County, Iowa",19,171
Value,48717,"Taylor County, Iowa",19,173
Value,47518,"Union County, Iowa",19,175
Value,47083,"Van Buren County, Iowa",19,177
Value,45233,"Wapello County, Iowa",19,179
Value,74383,"Warren County, Iowa",19,181
Value,61769,"Washington County, Iowa",19,183
Value,45017,"Wayne County, Iowa",19,185
Value,44261,"Webster County, Iowa",19,187
Value,51002,"Winnebago County, Iowa",19,189
Value,62820,"Winneshiek County, Iowa",19,191
Value,55483,"Woodbury County, Iowa",19,193
Value,54329,"Worth County, Iowa",19,195
Value,50198,"Wright County, Iowa",19,197
Value,42679,"Allen County, Kansas",20,001
Value,46274,"Anderson County, Kansas",20,003
Value,48667,"Atchison County, Kansas",20,005
Value,50613,"Barber County, Kansas",20,007
Value,50198,"Barton County, Kansas",20,009
Value,40733,"Bourbon County, Kansas",20,011
Value,48547,"Brown County, Kansas",20,013
Value,63272,"Butler County, Kansas",20,015
Value,46295,"Chase County, Kansas",20,017
Value,38690,"Chautauqua County, Kansas",20,019
Value,41103,"Cherokee County, Kansas",20,021
Value,46833,"Cheyenne County, Kansas",20,023
Value,50368,"Clark County, Kansas",20,025
Value,56186,"Clay County, Kansas",20,027
Value,44143,"Cloud County, Kansas",20,029
Value,58636,"Coffey County, Kansas",20,031
Value,56912,"Comanche County, Kansas",20,033
Value,48087,"Cowley County, Kansas",20,035
Value,40174,"Crawford County, Kansas",20,037
Value,44104,"Decatur County, Kansas",20,039
Value,48167,"Dickinson County, Kansas",20,041
Value,49338,"Doniphan County, Kansas",20,043
Value,55832,"Douglas County, Kansas",20,045
Value,49293,"Edwards County, Kansas",20,047
Value,38494,"Elk County, Kansas",20,049
Value,52700,"Ellis County, Kansas",20,051
Value,48188,"Ellsworth County, Kansas",20,053
Value,56573,"Finney County, Kansas",20,055
Value,53072,"Ford County, Kansas",20,057
Value,55486,"Franklin County, Kansas",20,059
Value,49185,"Geary County, Kansas",20,061
Value,48894,"Gove County, Kansas",20,063
Value,40769,"Graham County, Kansas",20,065
Value,55455,"Grant County, Kansas",20,067
Value,64426,"Gray County, Kansas",20,069
Value,51250,"Greeley County, Kansas",20,071
Value,42595,"Greenwood County, Kansas",20,073
Value,45000,"Hamilton County, Kansas",20,075
Value,49455,"Harper County, Kansas",20,077
Value,56051,"Harvey County, Kansas",20,079
Value,53527,"Haskell County, Kansas",20,081
Value,53854,"Hodgeman County, Kansas",20,083
Value,55904,"Jackson County, Kansas",20,085
Value,61793,"Jefferson County, Kansas",20,087
Value,42552,"Jewell County, Kansas",20,089
Value,84915,"Johnson County, Kansas",20,091
Value,51314,"Kearny County, Kansas",20,093
Value,58483,"Kingman County, Kansas",20,095
Value,51336,"Kiowa County, Kansas",20,097
Value,47668,"Labette County, Kansas",20,099
Value,51719,"Lane County, Kansas",20,101
Value,71184,"Leavenworth County, Kansas",20,103
Value,46196,"Lincoln County, Kansas",20,105
Value,43699,"Linn County, Kansas",20,107
Value,51597,"Logan County, Kansas",20,109
Value,44191,"Lyon County, Kansas",20,111
Value,57765,"McPherson County, Kansas",20,113
Value,51262,"Marion County, Kansas",20,115
Value,50234,"Marshall County, Kansas",20,117
Value,55568,"Meade County, Kansas",20,119
Value,69150,"Miami County, Kansas",20,121
Value,45221,"Mitchell County, Kansas",20,123
Value,45173,"Montgomery County, Kansas",20,125
Value,50352,"Morris County, Kansas",20,127
Value,43925,"Morton County, Kansas",20,129
Value,58644,"Nemaha County, Kansas",20,131
Value,44294,"Neosho County, Kansas",20,133
Value,51033,"Ness County, Kansas",20,135
Value,49891,"Norton County, Kansas",20,137
Value,55036,"Osage County, Kansas",20,139
Value,48355,"Osborne County, Kansas",20,141
Value,51971,"Ottawa County, Kansas",20,143
Value,42853,"Pawnee County, Kansas",20,145
Value,48272,"Phillips County, Kansas",20,147
Value,64657,"Pottawatomie County, Kansas",20,149
Value,54029,"Pratt County, Kansas",20,151
Value,48125,"Rawlins County, Kansas",20,153
Value,49174,"Reno County, Kansas",20,155
Value,48022,"Republic County, Kansas",20,157
Value,50764,"Rice County, Kansas",20,159
Value,49910,"Riley County, Kansas",20,161
Value,50511,"Rooks County, Kansas",20,163
Value,40598,"Rush County, Kansas",20,165
Value,52806,"Russell County, Kansas",20,167
Value,50515,"Saline County, Kansas",20,169
Value,71394,"Scott County, Kansas",20,171
Value,54974,"Sedgwick County, Kansas",20,173
Value,47025,"Seward County, Kansas",20,175
Value,55199,"Shawnee County, Kansas",20,177
Value,56071,"Sheridan County, Kansas",20,179
Value,52847,"Sherman County, Kansas",20,181
Value,43438,"Smith County, Kansas",20,183
Value,48563,"Stafford County, Kansas",20,185
Value,46726,"Stanton County, Kansas",20,187
Value,56507,"Stevens County, Kansas",20,189
Value,54915,"Sumner County, Kansas",20,191
Value,57478,"Thomas County, Kansas",20,193
Value,56810,"Trego County, Kansas",20,195
Value,60450,"Wabaunsee County, Kansas",20,197
Value,58875,"Wallace County, Kansas",20,199
Value,48889,"Washington County, Kansas",20,201
Value,57566,"Wichita County, Kansas",20,203
Value,46208,"Wilson County, Kansas",20,205
Value,34621,"Woodson County, Kansas",20,207
Value,44873,"Wyandotte County, Kansas",20,209
Value,39346,"Adair County, Kentucky",21,001
Value,40893,"Allen County, Kentucky",21,003
Value,54160,"Anderson County, Kentucky",21,005
Value,44350,"Ballard County, Kentucky",21,007
Value,40216,"Barren County, Kentucky",21,009
Value,40837,"Bath County, Kentucky",21,011
Value,24628,"Bell County, Kentucky",21,013
Value,75043,"Boone County, Kentucky",21,015
Value,51462,"Bourbon County, Kentucky",21,017
Value,46165,"Boyd County, Kentucky",21,019
Value,43274,"Boyle County, Kentucky",21,021
Value,45827,"Bracken County, Kentucky",21,023
Value,26376,"Breathitt County, Kentucky",21,025
Value,48189,"Breckinridge County, Kentucky",21,027
Value,60534,"Bullitt County, Kentucky",21,029
Value,40061,"Butler County, Kentucky",21,031
Value,44940,"Caldwell County, Kentucky",21,033
Value,40219,"Calloway County, Kentucky",21,035
Value,59782,"Campbell County, Kentucky",21,037
Value,39664,"Carlisle County, Kentucky",21,039
Value,43258,"Carroll County, Kentucky",21,041
Value,33067,"Carter County, Kentucky",21,043
Value,34457,"Casey County, Kentucky",21,045
Value,41235,"Christian County, Kentucky",21,047
Value,52938,"Clark County, Kentucky",21,049
Value,26250,"Clay County, Kentucky",21,051
Value,31115,"Clinton County, Kentucky",21,053
Value,43169,"Crittenden County, Kentucky",21,055
Value,32906,"Cumberland County, Kentucky",21,057
Value,49836,"Daviess County, Kentucky",21,059
Value,41360,"Edmonson County, Kentucky",21,061
Value,33377,"Elliott County, Kentucky",21,063
Value,31337,"Estill County, Kentucky",21,065
Value,54918,"Fayette County, Kentucky",21,067
Value,42213,"Fleming County, Kentucky",21,069
Value,31267,"Floyd County, Kentucky",21,071
Value,55068,"Franklin County, Kentucky",21,073
Value,28559,"Fulton County, Kentucky",21,075
Value,50204,"Gallatin County, Kentucky",21,077
Value,49888,"Garrard County, Kentucky",21,079
Value,45610,"Grant County, Kentucky",21,081
Value,41615,"Graves County, Kentucky",21,083
Value,37906,"Grayson County, Kentucky",21,085
Value,37374,"Green County, Kentucky",21,087
Value,49343,"Greenup County, Kentucky",21,089
Value,52019,"Hancock County, Kentucky",21,091
Value,53168,"Hardin County, Kentucky",21,093
Value,26324,"Harlan County, Kentucky",21,095
Value,49696,"Harrison County, Kentucky",21,097
Value,37795,"Hart County, Kentucky",21,099
Value,45389,"Henderson County, Kentucky",21,101
Value,51447,"Henry County, Kentucky",21,103
Value,40463,"Hickman County, Kentucky",21,105
Value,45738,"Hopkins County, Kentucky",21,107
Value,32143,"Jackson County, Kentucky",21,109
Value,54357,"Jefferson County, Kentucky",21,111
Value,56728,"Jessamine County, Kentucky",21,113
Value,37559,"Johnson County, Kentucky",21,115
Value,61606,"Kenton County, Kentucky",21,117
Value,29326,"Knott County, Kentucky",21,119
Value,28790,"Knox County, Kentucky",21,121
Value,41779,"Larue County, Kentucky",21,123
Value,39230,"Laurel County, Kentucky",21,125
Value,31813,"Lawrence County, Kentucky",21,127
Value,23972,"Lee County, Kentucky",21,129
Value,30798,"Leslie County, Kentucky",21,131
Value,29856,"Letcher County, Kentucky",21,133
Value,31096,"Lewis County, Kentucky",21,135
Value,39833,"Lincoln County, Kentucky",21,137
Value,46076,"Livingston County, Kentucky",21,139
Value,43842,"Logan County, Kentucky",21,141
Value,50097,"Lyon County, Kentucky",21,143
Value,44486,"McCracken County, Kentucky",21,145
Value,23273,"McCreary County, Kentucky",21,147
Value,50445,"McLean County, Kentucky",21,149
Value,48687,"Madison County, Kentucky",21,151
Value,29516,"Magoffin County, Kentucky",21,153
Value,38544,"Marion County, Kentucky",21,155
Value,50731,"Marshall County, Kentucky",21,157
Value,35125,"Martin County, Kentucky",21,159
Value,41415,"Mason County, Kentucky",21,161
Value,57963,"Meade County, Kentucky",21,163
Value,39905,"Menifee County, Kentucky",21,165
Value,50475,"Mercer County, Kentucky",21,167
Value,35809,"Metcalfe County, Kentucky",21,169
Value,34167,"Monroe County, Kentucky",21,171
Value,41974,"Montgomery County, Kentucky",21,173
Value,34419,"Morgan County, Kentucky",21,175
Value,43110,"Muhlenberg County, Kentucky",21,177
Value,57469,"Nelson County, Kentucky",21,179
Value,41354,"Nicholas County, Kentucky",21,181
Value,42826,"Ohio County, Kentucky",21,183
Value,97597,"Oldham County, Kentucky",21,185
Value,45338,"Owen County, Kentucky",21,187
Value,25530,"Owsley County, Kentucky",21,189
Value,52620,"Pendleton County, Kentucky",21,191
Value,31046,"Perry County, Kentucky",21,193
Value,34081,"Pike County, Kentucky",21,195
Value,36958,"Powell County, Kentucky",21,197
Value,37921,"Pulaski County, Kentucky",21,199
Value,38864,"Robertson County, Kentucky",21,201
Value,36468,"Rockcastle County, Kentucky",21,203
Value,37639,"Rowan County, Kentucky",21,205
Value,36159,"Russell County, Kentucky",21,207
Value,66966,"Scott County, Kentucky",21,209
Value,64240,"Shelby County, Kentucky",21,211
Value,48311,"Simpson County, Kentucky",21,213
Value,77738,"Spencer County, Kentucky",21,215
Value,39055,"Taylor County, Kentucky",21,217
Value,41865,"Todd County, Kentucky",21,219
Value,52279,"Trigg County, Kentucky",21,221
Value,47470,"Trimble County, Kentucky",21,223
Value,42844,"Union County, Kentucky",21,225
Value,52007,"Warren County, Kentucky",21,227
Value,50794,"Washington County, Kentucky",21,229
Value,34039,"Wayne County, Kentucky",21,231
Value,40947,"Webster County, Kentucky",21,233
Value,36897,"Whitley County, Kentucky",21,235
Value,22458,"Wolfe County, Kentucky",21,237
Value,62629,"Woodford County, Kentucky",21,239
Value,41177,"Acadia Parish, Louisiana",22,001
Value,41009,"Allen Parish, Louisiana",22,003
Value,76589,"Ascension Parish, Louisiana",22,005
Value,44744,"Assumption Parish, Louisiana",22,007
Value,38077,"Avoyelles Parish, Louisiana",22,009
Value,50738,"Beauregard Parish, Louisiana",22,011
Value,30300,"Bienville Parish, Louisiana",22,013
Value,53806,"Bossier Parish, Louisiana",22,015
Value,40866,"Caddo Parish, Louisiana",22,017
Value,49452,"Calcasieu Parish, Louisiana",22,019
Value,32174,"Caldwell Parish, Louisiana",22,021
Value,55000,"Cameron Parish, Louisiana",22,023
Value,38854,"Catahoula Parish, Louisiana",22,025
Value,27303,"Claiborne Parish, Louisiana",22,027
Value,31813,"Concordia Parish, Louisiana",22,029
Value,44230,"De Soto Parish, Louisiana",22,031
Value,52719,"East Baton Rouge Parish, Louisiana",22,033
Value,21161,"East Carroll Parish, Louisiana",22,035
Value,48129,"East Feliciana Parish, Louisiana",22,037
Value,32180,"Evangeline Parish, Louisiana",22,039
Value,35466,"Franklin Parish, Louisiana",22,041
Value,40792,"Grant Parish, Louisiana",22,043
Value,45274,"Iberia Parish, Louisiana",22,045
Value,47797,"Iberville Parish, Louisiana",22,047
Value,38523,"Jackson Parish, Louisiana",22,049
Value,52558,"Jefferson Parish, Louisiana",22,051
Value,39653,"Jefferson Davis Parish, Louisiana",22,053
Value,54726,"Lafayette Parish, Louisiana",22,055
Value,53089,"Lafourche Parish, Louisiana",22,057
Value,36868,"LaSalle Parish, Louisiana",22,059
Value,34154,"Lincoln Parish, Louisiana",22,061
Value,63159,"Livingston Parish, Louisiana",22,063
Value,27810,"Madison Parish, Louisiana",22,065
Value,33333,"Morehouse Parish, Louisiana",22,067
Value,27795,"Natchitoches Parish, Louisiana",22,069
Value,39576,"Orleans Parish, Louisiana",22,071
Value,41314,"Ouachita Parish, Louisiana",22,073
Value,52386,"Plaquemines Parish, Louisiana",22,075
Value,44269,"Pointe Coupee Parish, Louisiana",22,077
Value,44852,"Rapides Parish, Louisiana",22,079
Value,33446,"Red River Parish, Louisiana",22,081
Value,34422,"Richland Parish, Louisiana",22,083
Value,39465,"Sabine Parish, Louisiana",22,085
Value,46011,"St. Bernard Parish, Louisiana",22,087
Value,66620,"St. Charles Parish, Louisiana",22,089
Value,39895,"St. Helena Parish, Louisiana",22,091
Value,50661,"St. James Parish, Louisiana",22,093
Value,54821,"St. John the Baptist Parish, Louisiana",22,095
Value,33288,"St. Landry Parish, Louisiana",22,097
Value,47974,"St. Martin Parish, Louisiana",22,099
Value,40485,"St. Mary Parish, Louisiana",22,101
Value,67706,"St. Tammany Parish, Louisiana",22,103
Value,46297,"Tangipahoa Parish, Louisiana",22,105
Value,23870,"Tensas Parish, Louisiana",22,107
Value,48866,"Terrebonne Parish, Louisiana",22,109
Value,43083,"Union Parish, Louisiana",22,111
Value,50690,"Vermilion Parish, Louisiana",22,113
Value,47772,"Vernon Parish, Louisiana",22,115
Value,34985,"Washington Parish, Louisiana",22,117
Value,30358,"Webster Parish, Louisiana",22,119
Value,60908,"West Baton Rouge Parish, Louisiana",22,121
Value,36528,"West Carroll Parish, Louisiana",22,123
Value,55510,"West Feliciana Parish, Louisiana",22,125
Value,35398,"Winn Parish, Louisiana",22,127
Value,51412,"Androscoggin County, Maine",23,001
Value,39824,"Aroostook County, Maine",23,003
Value,69708,"Cumberland County, Maine",23,005
Value,48053,"Franklin County, Maine",23,007
Value,53068,"Hancock County, Maine",23,009
Value,52929,"Kennebec County, Maine",23,011
Value,55402,"Knox County, Maine",23,013
Value,55180,"Lincoln County, Maine",23,015
Value,47275,"Oxford County, Maine",23,017
Value,49374,"Penobscot County, Maine",23,019
Value,39470,"Piscataquis County, Maine",23,021
Value,62131,"Sagadahoc County, Maine",23,023
Value,42491,"Somerset County, Maine",23,025
Value,51564,"Waldo County, Maine",23,027
Value,41384,"Washington County, Maine",23,029
Value,65538,"York County, Maine",23,031
Value,44065,"Allegany County, Maryland",24,001
Value,97810,"Anne Arundel County, Maryland",24,003
Value,74127,"Baltimore County, Maryland",24,005
Value,104301,"Calvert County, Maryland",24,009
Value,54956,"Caroline County, Maryland",24,011
Value,93363,"Carroll County, Maryland",24,013
Value,72845,"Cecil County, Maryland",24,015
Value,95924,"Charles County, Maryland",24,017
Value,52145,"Dorchester County, Maryland",24,019
Value,91999,"Frederick County, Maryland",24,021
Value,49619,"Garrett County, Maryland",24,023
Value,85942,"Harford County, Maryland",24,025
Value,117730,"Howard County, Maryland",24,027
Value,56009,"Kent County, Maryland",24,029
Value,106287,"Montgomery County, Maryland",24,031
Value,81969,"Prince George's County, Maryland",24,033
Value,92167,"Queen Anne's County, Maryland",24,035
Value,90438,"St. Mary's County, Maryland",24,037
Value,42165,"Somerset County, Maryland",24,039
Value,67204,"Talbot County, Maryland",24,041
Value,59719,"Washington County, Maryland",24,043
Value,56608,"Wicomico County, Maryland",24,045
Value,61145,"Worcester County, Maryland",24,047
Value,48840,"Baltimore city, Maryland",24,510
Value,70621,"Barnstable County, Massachusetts",25,001
Value,56674,"Berkshire County, Massachusetts",25,003
Value,66157,"Bristol County, Massachusetts",25,005
Value,71224,"Dukes County, Massachusetts",25,007
Value,75878,"Essex County, Massachusetts",25,009
Value,59522,"Franklin County, Massachusetts",25,011
Value,53403,"Hampden County, Massachusetts",25,013
Value,67044,"Hampshire County, Massachusetts",25,015
Value,97012,"Middlesex County, Massachusetts",25,017
Value,105171,"Nantucket County, Massachusetts",25,019
Value,99511,"Norfolk County, Massachusetts",25,021
Value,85654,"Plymouth County, Massachusetts",25,023
Value,64582,"Suffolk County, Massachusetts",25,025
Value,71895,"Worcester County, Massachusetts",25,027
Value,39735,"Alcona County, Michigan",26,001
Value,46007,"Alger County, Michigan",26,003
Value,59883,"Allegan County, Michigan",26,005
Value,41991,"Alpena County, Michigan",26,007
Value,52589,"Antrim County, Michigan",26,009
Value,40769,"Arenac County, Michigan",26,011
Value,42444,"Baraga County, Michigan",26,013
Value,61016,"Barry County, Michigan",26,015
Value,48005,"Bay County, Michigan",26,017
Value,56639,"Benzie County, Michigan",26,019
Value,49135,"Berrien County, Michigan",26,021
Value,50536,"Branch County, Michigan",26,023
Value,47426,"Calhoun County, Michigan",26,025
Value,53571,"Cass County, Michigan",26,027
Value,53207,"Charlevoix County, Michigan",26,029
Value,46161,"Cheboygan County, Michigan",26,031
Value,44483,"Chippewa County, Michigan",26,033
Value,37369,"Clare County, Michigan",26,035
