Diversity-Index,BLK_Percent,Amrican_indian/Alk_native_Percent,Asian_percent,Hawaiian/Pacific_Islander_Percent,Two_or_more_percent,His/Latino_Percent,white_percent,County,Code,Year,State
0.501455,19.3,0.4,1.3,0.1,1.8,11.5,66.9,Beaufort County,SC,2013,South Carolina
0.500979,27.7,0.4,0.8,0.1,1.1,5.9,64.7,Cook County,GA,2013,Georgia
0.500838,36.6,0.4,0.3,0.0,1.4,1.3,60.4,Southampton County,VA,2013,Virginia
0.5006470000000001,34.9,0.5,0.5,0.1,1.2,1.9,61.4,McIntosh County,GA,2013,Georgia
0.50011,67.8,0.6,5.2,0.1,2.1,13.2,14.0,Clayton County,GA,2013,Georgia
0.499691,35.9,0.4,0.3,0.0,0.9,2.1,60.9,Richland Parish,LA,2013,Louisiana
0.499671,7.3,1.7,6.4,1.5,6.7,9.9,69.0,Pierce County,WA,2013,Washington
0.499601,43.3,3.0,4.2,0.4,3.3,54.6,10.5,Bronx County,NY,2013,New York
0.49896899999999994,1.0,0.5,0.5,0.0,3.0,36.6,60.5,McMullen County,TX,2013,Texas
0.49880699999999994,58.8,0.2,0.2,0.0,0.6,1.3,39.4,Clay County,MS,2013,Mississippi
0.498754,33.3,0.2,0.7,0.0,1.2,2.8,62.4,Seminole County,GA,2013,Georgia
0.498704,0.4,23.4,0.5,0.1,7.3,4.0,66.3,Lake County,MT,2013,Montana
0.49863100000000005,30.7,0.3,1.4,0.1,1.1,3.2,63.7,Tuscaloosa County,AL,2013,Alabama
0.49841199999999997,0.9,5.6,1.1,0.2,2.9,34.7,61.4,Huerfano County,CO,2013,Colorado
0.498411,2.5,17.9,0.9,0.0,7.6,4.5,67.9,Pontotoc County,OK,2013,Oklahoma
0.498383,0.6,28.4,0.4,0.0,2.8,5.3,64.6,Mountrail County,ND,2013,North Dakota
0.49836,16.8,1.4,0.8,0.0,1.6,14.6,67.2,Freestone County,TX,2013,Texas
0.49824799999999997,62.3,0.6,0.9,0.0,1.3,2.1,33.6,Orangeburg County,SC,2013,South Carolina
0.49818999999999997,32.6,0.4,0.6,0.1,1.6,2.9,62.8,Dinwiddie County,VA,2013,Virginia
0.49776800000000004,33.1,0.5,0.2,0.1,2.1,1.8,62.6,Gates County,NC,2013,North Carolina
0.49766099999999996,32.3,0.5,0.5,0.0,2.2,2.4,63.0,Cumberland County,VA,2013,Virginia
0.497584,27.2,0.4,0.6,0.3,0.9,6.7,65.1,Putnam County,GA,2013,Georgia
0.497338,28.9,0.4,1.6,0.1,1.6,3.6,64.6,Bulloch County,GA,2013,Georgia
0.49691199999999996,30.3,0.4,0.7,0.1,1.3,3.8,64.0,Tangipahoa Parish,LA,2013,Louisiana
0.49686,61.6,0.6,0.6,0.1,1.1,1.7,35.1,Bertie County,NC,2013,North Carolina
0.496482,60.7,0.1,0.5,0.1,0.8,1.7,36.7,Randolph County,GA,2013,Georgia
0.496278,59.8,0.3,0.2,0.0,0.9,1.0,38.2,Jefferson Davis County,MS,2013,Mississippi
0.49616000000000005,21.4,0.7,1.5,0.4,2.9,7.3,67.2,Christian County,KY,2013,Kentucky
0.495821,61.4,0.4,0.5,0.1,0.9,1.8,35.6,Bamberg County,SC,2013,South Carolina
0.495749,32.8,0.3,0.6,0.0,0.9,3.0,62.9,Georgetown County,SC,2013,South Carolina
0.495291,7.5,0.7,0.7,0.0,0.8,24.9,66.1,Hartley County,TX,2013,Texas
0.49527200000000005,29.5,0.5,1.0,0.1,1.6,3.6,64.5,Ware County,GA,2013,Georgia
0.495151,25.4,0.9,0.5,0.1,1.3,7.6,65.9,Beaufort County,NC,2013,North Carolina
0.495025,35.7,0.2,0.2,0.0,0.9,2.1,61.4,Covington County,MS,2013,Mississippi
0.494816,60.3,0.3,0.3,0.0,1.0,0.9,37.6,Warren County,GA,2013,Georgia
0.494638,18.9,5.7,1.1,0.1,2.2,4.5,68.1,Terrebonne Parish,LA,2013,Louisiana
0.49398500000000006,34.6,0.3,0.3,0.0,0.8,2.4,62.1,Johnson County,GA,2013,Georgia
0.493778,26.4,0.4,1.0,0.1,1.4,5.7,65.8,St. Charles Parish,LA,2013,Louisiana
0.49370600000000003,11.3,0.8,2.7,0.1,3.1,15.9,68.3,Winchester city,VA,2013,Virginia
0.493641,28.1,0.5,1.2,0.0,1.9,4.2,65.2,Dorchester County,MD,2013,Maryland
0.49345100000000003,2.1,1.1,9.6,0.5,4.0,16.1,68.5,Washington County,OR,2013,Oregon
0.493429,35.6,0.3,0.4,0.1,0.8,1.7,61.6,Simpson County,MS,2013,Mississippi
0.49339399999999994,1.6,0.8,0.4,0.0,1.9,34.5,62.2,Jeff Davis County,TX,2013,Texas
0.493346,33.8,0.5,0.4,0.0,1.3,1.8,62.6,Webster Parish,LA,2013,Louisiana
0.49331,10.9,1.0,0.7,0.1,1.5,19.7,67.5,Liberty County,TX,2013,Texas
0.493042,0.7,1.8,0.4,0.0,1.6,36.3,61.2,Prowers County,CO,2013,Colorado
0.492832,0.2,63.3,0.3,0.0,3.1,2.3,32.4,Glacier County,MT,2013,Montana
0.49244499999999997,16.8,8.7,0.4,0.0,3.5,3.6,68.5,Sabine Parish,LA,2013,Louisiana
0.49233299999999997,30.7,0.5,0.3,0.0,1.4,3.2,64.2,Nevada County,AR,2013,Arkansas
0.49229300000000004,5.1,0.4,11.0,0.1,1.8,13.9,68.8,DuPage County,IL,2013,Illinois
0.492199,27.0,1.8,0.4,0.0,2.1,3.4,65.8,King and Queen County,VA,2013,Virginia
0.491683,2.6,1.5,0.6,0.0,1.0,33.6,62.8,Runnels County,TX,2013,Texas
0.49162100000000003,1.6,2.7,0.7,0.2,0.8,61.1,36.6,Bailey County,TX,2013,Texas
0.49144099999999996,0.4,23.9,0.9,0.0,2.9,9.8,66.4,Alpine County,CA,2013,California
0.491255,28.1,0.2,0.1,0.0,1.1,5.7,65.3,Calhoun County,MS,2013,Mississippi
0.491125,0.4,32.1,0.3,0.0,2.8,2.3,63.6,Charles Mix County,SD,2013,South Dakota
0.491073,2.6,1.7,0.6,0.0,0.9,62.3,34.6,Castro County,TX,2013,Texas
0.49085200000000007,4.0,4.3,1.3,0.2,2.5,22.5,67.4,Pershing County,NV,2013,Nevada
0.49058900000000005,62.0,0.3,0.4,0.0,1.1,1.6,35.3,Phillips County,AR,2013,Arkansas
0.490496,5.3,1.3,0.6,0.0,2.0,26.3,66.1,Gray County,TX,2013,Texas
0.490321,32.7,0.4,0.2,0.1,2.2,1.7,63.4,Pulaski County,IL,2013,Illinois
0.49026099999999995,10.7,1.0,1.1,0.1,1.8,18.8,68.0,Kaufman County,TX,2013,Texas
0.49012,1.2,20.9,0.3,0.0,8.1,3.4,67.7,Latimer County,OK,2013,Oklahoma
0.490071,9.5,1.4,4.3,0.1,3.5,13.7,69.2,Sedgwick County,KS,2013,Kansas
0.48983999999999994,1.0,6.3,2.1,0.2,3.9,23.5,67.0,Mendocino County,CA,2013,California
0.489518,62.2,0.2,0.2,0.0,1.0,1.7,35.1,Madison Parish,LA,2013,Louisiana
0.48918900000000004,1.3,4.7,1.4,0.1,1.4,61.4,36.2,Adams County,WA,2013,Washington
0.488874,29.2,0.6,0.5,0.0,0.8,4.4,65.1,Jones County,MS,2013,Mississippi
0.488617,0.4,64.8,0.5,0.0,2.7,5.0,29.7,Big Horn County,MT,2013,Montana
0.48833699999999997,1.6,1.7,0.6,0.3,1.1,61.4,36.6,Parmer County,TX,2013,Texas
0.488307,0.9,3.5,0.5,0.2,1.5,31.3,64.2,Lincoln County,NM,2013,New Mexico
0.487915,32.3,0.4,0.4,0.0,1.4,2.2,63.8,Talladega County,AL,2013,Alabama
0.48788100000000006,32.7,0.3,0.3,0.0,1.0,2.4,63.6,Treutlen County,GA,2013,Georgia
0.487133,63.2,0.3,0.4,0.0,0.9,2.1,33.6,Lee County,SC,2013,South Carolina
0.48701000000000005,26.9,0.8,0.6,0.2,1.6,4.5,66.2,Jackson County,FL,2013,Florida
0.486708,30.1,0.4,0.3,0.0,1.3,3.6,64.9,Lincoln County,AR,2013,Arkansas
0.48622299999999996,26.6,0.7,1.3,0.1,1.5,4.1,66.4,ALABAMA,,2013,
0.486037,1.5,1.7,0.5,0.0,1.2,62.4,35.2,Yoakum County,TX,2013,Texas
0.484996,30.7,0.5,0.9,0.0,1.3,2.4,64.8,St. Martin Parish,LA,2013,Louisiana
0.484716,0.7,1.1,1.5,0.2,2.4,30.3,65.0,Hood River County,OR,2013,Oregon
0.48467200000000005,26.1,0.4,1.6,0.1,1.4,4.3,66.7,Lafayette Parish,LA,2013,Louisiana
0.48455200000000004,1.0,2.9,0.5,0.2,2.1,31.1,64.6,Power County,ID,2013,Idaho
0.48357,0.9,0.8,0.4,0.0,0.8,61.1,37.8,Sutton County,TX,2013,Texas
0.483283,31.2,0.3,0.5,0.0,1.7,2.1,64.7,Lamar County,GA,2013,Georgia
0.48306899999999997,1.2,1.2,0.6,0.1,1.1,62.6,35.3,Atascosa County,TX,2013,Texas
0.482813,0.2,64.8,0.3,0.1,3.1,3.8,30.8,Corson County,SD,2013,South Dakota
0.48249899999999996,0.7,2.8,1.7,0.3,2.5,27.6,66.3,Mono County,CA,2013,California
0.482363,1.4,1.4,0.2,0.0,0.7,35.4,62.6,Menard County,TX,2013,Texas
0.482295,18.6,0.3,3.6,0.1,2.9,7.9,68.9,Dauphin County,PA,2013,Pennsylvania
0.482282,26.4,0.1,0.3,0.0,1.0,6.6,66.6,Montgomery County,GA,2013,Georgia
0.482254,3.2,18.2,0.4,0.0,7.4,2.5,69.1,McIntosh County,OK,2013,Oklahoma
0.48224300000000003,25.1,0.5,0.9,0.1,1.9,5.2,67.2,Aiken County,SC,2013,South Carolina
0.48208,14.8,0.5,2.3,0.1,2.4,14.2,68.9,Monroe County,PA,2013,Pennsylvania
0.481917,12.8,0.4,9.6,0.1,2.7,5.6,69.9,Champaign County,IL,2013,Illinois
0.48182299999999995,8.2,0.7,4.0,0.2,2.4,18.2,69.0,Harrisonburg city,VA,2013,Virginia
0.481789,12.2,0.6,7.6,0.1,2.5,8.3,70.0,Orange County,NC,2013,North Carolina
0.481742,27.2,0.8,0.5,0.0,1.4,4.2,66.5,Person County,NC,2013,North Carolina
0.48169300000000004,26.0,0.3,2.3,0.1,2.2,2.8,67.0,Hamilton County,OH,2013,Ohio
0.48163599999999995,1.7,2.3,0.7,0.2,1.5,63.8,33.2,Luna County,NM,2013,New Mexico
0.48148100000000005,21.4,0.7,1.9,0.2,2.2,6.3,68.4,Bossier Parish,LA,2013,Louisiana
0.480677,35.5,0.2,0.1,0.0,0.8,1.0,62.7,Franklin County,MS,2013,Mississippi
0.480346,27.7,0.8,0.2,0.1,1.4,4.2,66.4,Clinch County,GA,2013,Georgia
0.48026,1.1,4.9,1.0,0.3,2.6,25.2,67.3,Humboldt County,NV,2013,Nevada
0.480133,29.9,0.4,0.5,0.2,1.0,3.6,65.5,Dodge County,GA,2013,Georgia
0.479879,30.9,0.3,0.3,0.1,1.2,2.6,65.1,Tate County,MS,2013,Mississippi
0.47965,1.4,6.0,1.1,0.2,2.4,23.7,67.8,Elko County,NV,2013,Nevada
0.47953100000000004,34.4,0.4,0.2,0.0,0.6,1.1,63.4,Clarke County,MS,2013,Mississippi
0.479367,17.5,0.3,4.8,0.1,2.7,7.3,69.4,Burlington County,NJ,2013,New Jersey
0.479026,15.3,0.3,5.3,0.1,3.1,7.2,69.9,Williamsburg city,VA,2013,Virginia
0.478893,23.7,0.2,3.8,0.0,1.9,2.7,68.0,St. Louis County,MO,2013,Missouri
0.47889,11.3,0.5,4.3,0.1,2.1,14.7,69.6,CONNECTICUT,,2013,
0.47863500000000003,0.6,2.3,0.5,0.2,1.5,33.5,63.9,Jerome County,ID,2013,Idaho
0.47836999999999996,23.0,0.9,1.4,0.0,2.5,5.2,68.2,Lanier County,GA,2013,Georgia
0.477976,15.9,0.9,0.7,0.1,1.8,13.2,69.2,Johnston County,NC,2013,North Carolina
0.47795600000000005,1.4,2.5,2.2,0.9,3.2,25.3,67.5,Marion County,OR,2013,Oregon
0.47730900000000004,3.6,1.3,0.3,0.0,1.4,29.0,66.1,San Saba County,TX,2013,Texas
0.47712899999999997,0.7,1.5,0.3,0.2,1.4,33.2,64.2,Stevens County,KS,2013,Kansas
0.47675100000000004,0.7,2.1,0.7,0.0,1.9,33.0,64.3,Minidoka County,ID,2013,Idaho
0.47666499999999995,10.4,0.7,1.5,0.1,1.6,18.2,69.2,Highlands County,FL,2013,Florida
0.47663599999999995,29.5,1.3,0.5,0.0,1.6,1.7,66.0,Avoyelles Parish,LA,2013,Louisiana
0.47653100000000004,64.7,0.2,0.6,0.1,0.7,2.1,32.3,Bolivar County,MS,2013,Mississippi
0.476376,0.6,2.0,0.4,0.3,1.5,32.3,64.7,Hamilton County,KS,2013,Kansas
0.47636300000000004,1.8,1.9,0.4,0.2,2.4,31.6,65.0,Lipscomb County,TX,2013,Texas
0.47633500000000006,12.5,1.0,2.9,0.7,4.5,10.4,70.3,Pulaski County,MO,2013,Missouri
0.47633400000000004,1.8,5.5,1.2,0.4,2.1,64.6,32.0,Costilla County,CO,2013,Colorado
0.47598199999999996,2.6,1.0,0.5,0.0,1.2,31.3,65.2,McCulloch County,TX,2013,Texas
0.475562,23.5,0.4,3.1,0.1,1.5,3.9,68.3,Lee County,AL,2013,Alabama
0.47498,31.3,0.7,0.2,0.2,1.2,2.1,65.3,Coosa County,AL,2013,Alabama
0.47483500000000006,30.5,0.7,0.3,0.0,1.2,1.7,65.7,Winn Parish,LA,2013,Louisiana
0.47473699999999996,0.9,13.4,4.2,0.7,7.1,4.4,70.6,Valdez-Cordova Census Area,AK,2013,Alaska
0.47472700000000007,22.0,0.4,2.2,0.1,1.8,5.2,68.8,Jackson County,MS,2013,Mississippi
0.47438199999999997,18.5,0.5,2.2,0.1,1.7,8.7,69.5,Greenville County,SC,2013,South Carolina
0.474088,8.3,1.1,1.3,0.1,1.4,20.6,69.0,Chambers County,TX,2013,Texas
0.47388900000000006,3.4,1.0,0.6,0.0,2.1,65.3,31.3,Reagan County,TX,2013,Texas
0.473051,65.5,0.4,0.4,0.0,0.8,2.2,31.2,Williamsburg County,SC,2013,South Carolina
0.47289,3.7,14.4,0.5,0.1,7.7,4.5,70.5,Pittsburg County,OK,2013,Oklahoma
0.472884,32.5,0.2,0.3,0.0,0.9,1.4,64.9,Marion County,MS,2013,Mississippi
0.472869,12.4,1.2,6.9,0.1,3.1,6.8,70.8,Hennepin County,MN,2013,Minnesota
0.47285299999999997,33.3,0.2,0.2,0.0,0.9,1.2,64.5,Carroll County,MS,2013,Mississippi
0.472771,1.8,0.7,0.1,0.2,0.5,32.5,64.9,Glasscock County,TX,2013,Texas
0.472444,14.7,1.6,1.9,0.5,3.5,9.2,70.4,Vernon Parish,LA,2013,Louisiana
0.472156,1.7,1.8,0.8,0.1,0.9,64.2,33.9,Crockett County,TX,2013,Texas
0.472135,16.5,0.7,2.5,0.1,1.9,9.8,70.0,Cabarrus County,NC,2013,North Carolina
0.471709,31.2,0.3,0.3,0.0,0.8,2.3,65.6,Lawrence County,MS,2013,Mississippi
0.471566,6.9,0.5,1.3,0.1,1.7,21.7,69.0,Monroe County,FL,2013,Florida
0.471552,4.0,1.9,7.9,0.7,4.4,11.9,71.0,WASHINGTON,,2013,
0.47153100000000003,1.0,4.2,1.1,0.2,2.4,25.2,68.0,Umatilla County,OR,2013,Oregon
0.471441,64.2,0.4,0.4,0.0,0.1,0.9,34.1,Issaquena County,MS,2013,Mississippi
0.471425,20.9,0.4,2.3,0.0,1.6,6.2,69.3,Spartanburg County,SC,2013,South Carolina
0.47142,0.7,2.0,1.1,0.2,2.2,30.1,66.1,Douglas County,WA,2013,Washington
0.471384,31.5,0.4,0.5,0.0,1.0,1.5,65.5,Lincoln County,GA,2013,Georgia
0.471287,24.1,0.3,1.3,0.1,1.4,4.9,68.4,DeSoto County,MS,2013,Mississippi
0.471196,8.2,0.8,3.4,0.1,2.3,20.7,69.1,Lehigh County,PA,2013,Pennsylvania
0.47086300000000003,7.1,9.4,1.1,0.1,6.3,6.5,71.2,Carter County,OK,2013,Oklahoma
0.470825,25.8,0.7,0.2,0.1,1.3,5.2,67.8,Ashley County,AR,2013,Arkansas
0.470683,30.3,0.4,0.3,0.0,1.1,2.1,66.1,Washington Parish,LA,2013,Louisiana
0.470458,20.9,0.2,5.2,0.0,1.9,3.4,69.4,Delaware County,PA,2013,Pennsylvania
0.470455,26.4,0.5,0.9,0.1,1.8,3.3,67.7,Houston County,AL,2013,Alabama
0.47043199999999996,22.6,0.6,0.4,0.0,1.4,7.0,68.8,San Augustine County,TX,2013,Texas
0.470384,4.4,1.6,3.0,0.2,2.8,21.0,69.4,COLORADO,,2013,
0.470253,2.2,2.3,1.3,0.2,1.8,66.6,29.1,Do?a Ana County,NM,2013,New Mexico
0.46982799999999997,28.1,0.4,0.7,0.0,1.1,2.8,67.1,Drew County,AR,2013,Arkansas
0.46930200000000005,4.3,1.1,1.1,0.1,0.9,67.5,27.0,Pecos County,TX,2013,Texas
0.46879,31.5,0.3,0.3,0.1,1.4,1.1,65.7,Union County,SC,2013,South Carolina
0.468776,8.2,0.6,3.8,0.1,1.7,17.7,70.1,Suffolk County,NY,2013,New York
0.46852299999999997,5.5,7.1,2.9,0.4,6.3,7.7,71.6,Fairbanks North Star Borough,AK,2013,Alaska
0.46851000000000004,0.8,2.5,0.5,0.0,2.8,29.4,66.6,Sierra County,NM,2013,New Mexico
0.46846499999999996,2.3,2.7,2.3,0.3,2.7,22.7,69.1,Carson City,NV,2013,Nevada
0.468315,29.8,0.6,0.3,0.1,0.9,2.3,66.5,Assumption Parish,LA,2013,Louisiana
0.467708,9.0,0.5,1.6,0.1,1.5,19.1,69.8,Lee County,FL,2013,Florida
0.467128,4.7,1.0,2.6,0.1,1.7,21.9,69.4,Montgomery County,TX,2013,Texas
0.46685600000000005,0.7,1.2,0.9,0.1,0.7,31.6,65.8,Hemphill County,TX,2013,Texas
0.466746,19.6,0.5,0.8,0.2,1.0,9.4,69.7,Appling County,GA,2013,Georgia
0.466396,3.3,7.0,1.5,0.1,3.6,16.2,70.7,Custer County,OK,2013,Oklahoma
0.466258,6.8,15.4,0.8,0.0,4.9,1.6,70.9,Chippewa County,MI,2013,Michigan
0.46585,28.6,0.3,0.8,0.0,1.1,2.4,67.2,Lee County,MS,2013,Mississippi
0.465689,6.8,1.3,2.9,0.4,4.6,15.9,70.8,El Paso County,CO,2013,Colorado
0.46567,31.8,0.4,0.1,0.0,0.9,1.2,65.8,Catahoula Parish,LA,2013,Louisiana
0.465557,3.8,1.0,0.3,0.0,1.7,27.5,67.6,Fisher County,TX,2013,Texas
0.465316,1.3,1.7,1.4,0.2,2.1,28.4,67.3,Weld County,CO,2013,Colorado
0.465121,21.4,0.2,2.4,0.1,2.2,4.7,69.7,Jefferson County,KY,2013,Kentucky
0.46490699999999996,6.7,2.3,4.5,0.2,3.3,13.1,71.4,Sebastian County,AR,2013,Arkansas
0.46428,31.6,0.2,0.3,0.1,0.9,1.3,66.0,Franklin Parish,LA,2013,Louisiana
0.46413699999999997,29.6,0.4,0.2,0.0,1.5,2.1,66.9,Charlotte County,VA,2013,Virginia
0.464117,27.9,0.3,0.6,0.0,1.1,3.0,67.6,Butts County,GA,2013,Georgia
0.46385699999999996,19.5,0.4,1.7,0.0,2.8,6.5,70.2,Lucas County,OH,2013,Ohio
0.46346499999999996,12.9,0.4,8.4,0.1,3.3,4.4,71.4,Washtenaw County,MI,2013,Michigan
0.46343500000000004,16.4,0.4,3.7,0.1,2.9,6.9,70.9,Anne Arundel County,MD,2013,Maryland
0.46324399999999993,5.7,1.5,7.0,0.6,4.4,11.1,71.7,Multnomah County,OR,2013,Oregon
0.46309399999999995,25.9,0.4,0.4,0.2,1.3,4.2,68.4,Laurens County,SC,2013,South Carolina
0.462977,19.3,0.5,1.2,0.1,2.0,8.0,70.2,Saginaw County,MI,2013,Michigan
0.46206099999999994,15.9,0.4,2.5,0.2,3.2,8.3,71.0,Spotsylvania County,VA,2013,Virginia
0.461653,4.5,0.9,0.6,0.0,1.9,25.0,68.8,Haskell County,TX,2013,Texas
0.461351,11.6,1.1,3.1,0.1,2.5,11.7,71.4,Douglas County,NE,2013,Nebraska
0.461168,2.2,1.4,3.7,0.2,3.3,21.7,69.9,San Luis Obispo County,CA,2013,California
0.460708,19.4,0.7,1.6,0.2,2.9,5.9,70.5,Camden County,GA,2013,Georgia
0.460697,0.8,1.3,0.6,0.0,1.6,29.3,67.3,Kearny County,KS,2013,Kansas
0.460696,12.2,0.7,5.6,0.1,3.7,7.6,71.7,Ingham County,MI,2013,Michigan
0.460538,12.7,0.5,2.5,0.0,2.5,11.7,71.3,Winnebago County,IL,2013,Illinois
0.46046400000000004,25.2,0.6,1.2,0.1,1.7,2.9,68.9,Calcasieu Parish,LA,2013,Louisiana
0.45978199999999997,16.5,0.4,4.2,0.2,2.8,5.9,71.2,Columbia County,GA,2013,Georgia
0.459528,15.2,0.7,0.3,0.1,1.3,12.6,70.8,Lafayette County,FL,2013,Florida
0.45948199999999995,27.8,0.4,0.7,0.0,1.2,2.5,68.0,Upson County,GA,2013,Georgia
0.459434,68.0,0.3,1.0,0.2,1.2,2.5,27.8,Dougherty County,GA,2013,Georgia
0.45928199999999997,0.4,15.8,1.7,0.0,9.8,1.8,71.1,Wrangell City and Borough,AK,2013,Alaska
0.459178,29.1,0.3,0.5,0.1,0.9,2.0,67.5,Worth County,GA,2013,Georgia
0.45888599999999996,25.1,0.4,0.6,0.1,1.4,4.2,69.0,Kershaw County,SC,2013,South Carolina
0.458668,1.8,1.2,2.2,0.1,1.7,26.1,68.7,Aransas County,TX,2013,Texas
0.458657,2.9,1.4,0.6,0.0,1.7,26.6,68.5,Wheeler County,TX,2013,Texas
0.45845600000000003,28.0,0.4,0.2,0.0,1.8,2.0,68.0,Lake County,TN,2013,Tennessee
0.458428,28.5,0.3,0.5,0.0,1.0,2.3,67.8,Evangeline Parish,LA,2013,Louisiana
0.458425,27.5,0.4,0.8,0.0,1.1,2.5,68.2,Henry County,AL,2013,Alabama
0.458204,27.8,0.3,0.6,0.0,0.9,2.5,68.1,Fayette County,TN,2013,Tennessee
0.458114,29.3,0.3,0.3,0.0,1.3,1.5,67.5,Jackson Parish,LA,2013,Louisiana
0.457992,2.0,15.5,0.3,0.0,7.7,4.3,71.4,Johnston County,OK,2013,Oklahoma
0.457798,0.8,17.2,0.2,0.0,8.5,3.5,71.0,Coal County,OK,2013,Oklahoma
0.45778900000000006,26.4,0.4,0.2,0.1,0.7,4.3,68.6,Union Parish,LA,2013,Louisiana
0.45759099999999997,30.3,0.3,0.3,0.1,1.2,1.4,67.1,Choctaw County,MS,2013,Mississippi
0.457449,27.1,0.1,0.8,0.0,1.0,3.3,68.4,Irwin County,GA,2013,Georgia
0.45667299999999994,0.9,4.3,0.7,0.2,2.0,26.0,68.8,Owyhee County,ID,2013,Idaho
0.45662299999999995,30.7,0.2,0.4,0.0,0.8,1.2,67.0,Lincoln County,MS,2013,Mississippi
0.45638500000000004,1.0,1.3,1.2,0.1,1.1,29.8,67.4,Eagle County,CO,2013,Colorado
0.45635699999999996,6.3,1.0,0.4,0.0,2.3,21.5,70.2,Hardeman County,TX,2013,Texas
0.456246,23.9,0.6,0.7,0.0,1.4,4.4,69.6,Clark County,AR,2013,Arkansas
0.456053,19.6,0.8,1.3,0.1,2.8,5.7,70.8,Dale County,AL,2013,Alabama
0.455794,69.9,0.8,0.3,0.8,1.0,7.8,22.2,Bullock County,AL,2013,Alabama
0.455449,11.4,2.2,0.7,0.1,1.4,14.0,71.5,Polk County,TX,2013,Texas
0.45543,0.4,71.0,0.9,0.2,9.2,2.4,17.7,Dillingham Census Area,AK,2013,Alaska
0.455254,13.3,1.3,1.5,0.1,1.5,12.9,71.4,Chatham County,NC,2013,North Carolina
0.455234,22.8,0.4,1.2,0.1,1.1,5.0,70.0,Ascension Parish,LA,2013,Louisiana
0.454651,0.9,20.8,0.5,0.0,2.7,6.5,70.5,Fremont County,WY,2013,Wyoming
0.453534,68.0,0.3,0.6,0.0,1.0,2.0,28.9,East Carroll Parish,LA,2013,Louisiana
0.453225,30.6,0.2,0.2,0.0,0.9,1.1,67.3,Monroe County,MS,2013,Mississippi
0.45273199999999997,17.5,1.4,1.5,0.4,2.5,6.6,71.5,Coffee County,AL,2013,Alabama
0.45234300000000005,18.0,0.4,3.6,0.0,2.8,4.4,71.5,Peoria County,IL,2013,Illinois
0.45183,3.9,14.4,0.4,0.0,7.0,3.4,72.1,Atoka County,OK,2013,Oklahoma
0.45173100000000005,15.8,0.7,1.5,0.1,2.9,9.0,71.7,Culpeper County,VA,2013,Virginia
0.451626,1.9,1.1,1.5,0.3,0.8,27.5,68.7,Crawford County,IA,2013,Iowa
0.451218,26.8,0.1,0.9,0.0,1.0,2.6,69.0,Bleckley County,GA,2013,Georgia
0.45112299999999994,3.9,10.3,1.5,0.0,7.2,5.3,72.7,Wagoner County,OK,2013,Oklahoma
0.45098999999999995,67.6,0.2,0.4,0.0,0.6,1.3,30.3,Perry County,AL,2013,Alabama
0.450788,28.2,0.2,0.7,0.0,1.1,1.7,68.5,Lancaster County,VA,2013,Virginia
0.450722,23.2,0.4,0.8,0.0,1.3,4.9,70.2,Lancaster County,SC,2013,South Carolina
0.450661,4.9,0.4,9.4,0.1,4.0,9.7,72.6,Falls Church city,VA,2013,Virginia
0.449672,27.1,0.4,0.5,0.0,1.1,2.5,69.0,Tallapoosa County,AL,2013,Alabama
0.44956899999999994,24.6,0.8,0.5,0.1,1.8,3.0,69.9,Miller County,AR,2013,Arkansas
0.449488,0.9,1.8,1.1,0.2,2.1,27.1,69.0,Chelan County,WA,2013,Washington
0.44947200000000004,0.9,3.3,1.3,0.2,3.4,23.5,70.2,Tehama County,CA,2013,California
0.449114,26.7,0.5,0.3,0.1,1.3,2.3,69.2,Pemiscot County,MO,2013,Missouri
0.448921,2.3,13.0,0.6,0.1,5.8,6.8,72.5,Le Flore County,OK,2013,Oklahoma
0.44862799999999997,2.6,0.5,0.1,0.0,1.7,27.0,69.1,Briscoe County,TX,2013,Texas
0.448191,3.0,1.5,9.9,0.5,4.3,9.5,72.8,Snohomish County,WA,2013,Washington
0.447941,16.0,0.4,3.5,0.1,2.4,7.9,72.0,Monroe County,NY,2013,New York
0.44783199999999995,23.8,0.3,2.6,0.1,1.0,2.3,70.3,Lafayette County,MS,2013,Mississippi
0.44746899999999995,2.1,0.8,1.0,0.1,1.6,26.2,69.5,Comal County,TX,2013,Texas
0.447298,22.0,0.3,0.6,0.0,1.7,5.2,70.8,Henry County,VA,2013,Virginia
0.447209,0.4,70.8,0.3,0.2,5.3,1.7,22.0,Yukon-Koyukuk Census Area,AK,2013,Alaska
0.447154,27.6,0.4,0.7,0.0,1.2,1.9,69.0,Miller County,GA,2013,Georgia
0.44709,0.5,1.8,0.8,0.2,1.8,28.8,68.5,Gooding County,ID,2013,Idaho
0.44700500000000004,1.0,5.5,0.6,0.0,2.0,23.5,70.3,Lander County,NV,2013,Nevada
0.44687200000000005,0.5,1.6,0.5,0.1,1.4,28.4,68.7,Lincoln County,ID,2013,Idaho
0.446804,0.5,22.9,0.6,0.1,3.6,3.1,70.6,Hill County,MT,2013,Montana
0.44662799999999997,20.5,0.6,0.6,0.1,1.9,6.3,71.2,Wayne County,GA,2013,Georgia
0.446437,23.2,2.6,0.7,0.0,1.7,1.7,70.6,Allen Parish,LA,2013,Louisiana
0.44638900000000004,22.5,0.4,0.3,0.0,1.4,5.4,70.7,Union County,FL,2013,Florida
0.446238,1.2,1.8,0.8,0.1,1.9,28.2,68.8,Garfield County,CO,2013,Colorado
